VarName,Date,Screw speed,Pressure,Barrel temp - zone1,Mould temperature,Extraction temperature,Cooling time,Holding time,Cycle time,Sinks,TOT - Energy cons.,Schrinkage,Piece weight
227,04/05/2021 14:37:20,150.1,2.1,175.5,52.8,82.7,40.0,3.3,45.2,0,25.2,2.37,83.03
228,04/05/2021 14:37:23,149.9,2.3,180.7,48.5,77.8,42.4,4.4,48.7,0,25.0,2.12,82.96
229,04/05/2021 14:37:26,150.0,2.1,180.6,49.0,76.4,37.6,4.6,44.3,0,24.7,2.43,83.11
230,04/05/2021 14:37:29,150.0,2.1,183.6,51.5,78.4,40.0,4.1,46.1,0,25.5,2.37,83.26
231,04/05/2021 14:37:32,150.1,2.0,175.9,57.8,86.1,40.8,4.0,46.8,0,26.0,2.45,82.99
232,04/05/2021 14:37:35,150.0,2.1,181.3,52.8,79.6,40.2,3.1,45.3,0,25.5,2.33,82.90
233,04/05/2021 14:37:38,150.1,1.8,187.0,57.1,85.3,39.0,5.6,46.6,0,26.7,2.86,82.91
234,04/05/2021 14:37:41,150.1,1.8,178.5,43.1,71.0,39.2,4.1,45.3,0,23.1,2.78,82.89
235,04/05/2021 14:37:44,150.1,2.0,180.9,56.9,83.8,40.2,5.3,47.5,0,26.1,2.54,83.15
236,04/05/2021 14:37:47,150.1,2.0,180.6,50.0,78.8,42.8,5.1,49.9,0,24.9,2.57,82.94
237,04/05/2021 14:37:50,149.9,1.6,178.3,38.9,67.7,31.8,3.6,37.4,0,22.1,3.11,83.05
238,04/05/2021 14:37:53,149.9,2.0,189.4,53.6,82.6,33.9,3.9,39.8,0,26.5,2.62,82.95
239,04/05/2021 14:37:56,150.0,1.8,181.4,56.6,83.3,41.2,2.8,46.1,0,25.9,2.84,83.04
240,04/05/2021 14:37:59,150.1,2.2,181.7,51.7,79.5,43.6,4.8,50.4,0,25.5,2.18,82.78
241,04/05/2021 14:38:2,150.0,2.0,184.8,43.4,72.4,39.5,4.3,45.8,0,24.1,2.54,82.96
242,04/05/2021 14:38:5,150.1,1.9,176.6,52.8,80.5,38.0,3.7,43.7,0,24.9,2.56,83.02
243,04/05/2021 14:38:8,149.9,2.3,173.6,47.0,72.8,41.3,4.1,47.4,0,23.6,2.00,83.17
244,04/05/2021 14:38:11,150.1,1.8,180.2,58.4,85.4,36.5,5.4,43.9,0,26.2,2.76,82.68
245,04/05/2021 14:38:14,149.9,2.1,172.9,51.6,79.4,45.3,4.3,51.5,0,24.5,2.31,83.16
246,04/05/2021 14:38:17,150.0,2.1,183.4,57.7,86.5,33.5,3.7,39.2,0,26.8,2.44,83.08
247,04/05/2021 14:38:20,150.0,2.2,187.2,60.0,87.7,44.0,4.9,50.8,1,27.7,2.22,83.03
248,04/05/2021 14:38:23,150.0,1.8,187.7,39.5,69.2,38.7,3.3,44.0,0,23.4,2.90,83.06
249,04/05/2021 14:38:26,149.9,1.9,186.5,49.4,76.3,40.4,4.8,47.2,0,25.2,2.67,83.19
250,04/05/2021 14:38:29,149.9,1.6,188.1,64.2,91.7,36.8,3.0,41.8,1,28.0,3.19,82.72
251,04/05/2021 14:38:32,149.9,2.5,185.0,54.0,80.6,39.6,3.1,44.7,0,26.4,1.85,83.21
252,04/05/2021 14:38:35,150.0,2.1,176.1,53.8,80.8,42.3,4.5,48.7,0,25.1,2.36,83.02
253,04/05/2021 14:38:38,150.0,2.2,182.9,49.5,78.4,44.5,3.3,49.8,0,25.2,2.30,82.64
254,04/05/2021 14:38:41,149.9,2.0,181.9,29.4,57.0,37.6,4.2,43.8,0,20.8,2.52,83.06
255,04/05/2021 14:38:44,149.9,2.8,183.5,37.7,63.0,38.1,3.9,44.0,0,23.2,1.36,83.22
256,04/05/2021 14:38:47,150.1,2.0,175.5,41.1,67.7,43.0,2.8,47.8,0,22.4,2.44,83.04
257,04/05/2021 14:38:50,150.1,2.1,186.4,43.0,68.7,39.4,3.6,45.0,0,24.0,2.35,82.86
258,04/05/2021 14:38:53,150.2,2.0,188.0,49.8,79.1,40.0,4.5,46.5,0,25.7,2.64,82.96
259,04/05/2021 14:38:56,150.0,1.9,190.5,36.9,65.3,40.7,3.6,46.3,0,23.2,2.76,83.01
260,04/05/2021 14:38:59,150.2,2.0,183.5,42.7,67.7,39.7,3.9,45.5,0,23.4,2.50,82.79
261,04/05/2021 14:39:2,150.2,1.9,182.6,49.6,76.3,33.5,4.5,40.0,0,24.8,2.68,82.85
262,04/05/2021 14:39:5,150.0,1.9,177.3,60.3,88.1,42.6,4.6,49.3,1,26.5,2.59,83.22
263,04/05/2021 14:39:8,150.1,2.3,185.7,33.7,60.2,39.0,3.4,44.4,0,22.3,2.09,83.12
264,04/05/2021 14:39:11,150.1,1.7,178.6,45.2,73.0,38.5,4.8,45.3,0,23.3,3.00,83.00
265,04/05/2021 14:39:14,149.9,1.8,179.2,55.6,81.6,40.1,4.0,46.1,0,25.4,2.81,83.02
266,04/05/2021 14:39:17,149.9,2.2,183.6,59.0,86.4,39.2,4.9,46.1,0,27.1,2.17,83.16
267,04/05/2021 14:39:20,149.9,1.9,179.3,57.3,82.4,37.1,2.4,41.5,1,25.8,2.63,82.95
268,04/05/2021 14:39:23,149.9,1.6,175.9,38.1,65.5,37.9,4.9,44.8,0,21.6,3.03,82.89
269,04/05/2021 14:39:26,149.9,2.2,183.7,45.0,71.0,42.6,4.5,49.1,0,24.2,2.20,82.84
270,04/05/2021 14:39:29,149.9,2.1,176.0,42.4,68.8,41.4,3.8,47.2,0,22.9,2.24,82.98
271,04/05/2021 14:39:32,150.0,2.4,192.5,55.7,81.0,44.1,2.4,48.5,0,27.3,2.08,83.26
272,04/05/2021 14:39:35,149.8,1.9,186.4,46.0,75.6,45.3,3.7,50.9,0,24.7,2.78,83.12
273,04/05/2021 14:39:38,150.1,1.8,181.4,48.0,74.1,37.5,3.1,42.6,0,24.2,2.77,82.94
274,04/05/2021 14:39:41,150.0,2.0,180.1,49.9,76.4,39.5,4.0,45.5,0,24.6,2.49,82.88
275,04/05/2021 14:39:44,150.3,1.8,180.1,56.2,82.7,41.8,4.0,47.8,0,25.7,2.78,82.86
276,04/05/2021 14:39:47,150.0,2.0,178.2,50.7,77.0,42.7,4.9,49.6,0,24.6,2.47,82.93
277,04/05/2021 14:39:50,150.1,2.1,182.4,50.8,78.4,44.0,4.4,50.4,0,25.3,2.36,83.15
278,04/05/2021 14:39:53,150.0,1.9,171.9,61.0,86.2,38.3,3.1,43.5,1,25.8,2.53,82.89
279,04/05/2021 14:39:56,149.8,2.2,172.8,72.6,97.9,33.0,5.5,40.5,1,28.5,2.20,83.13
280,04/05/2021 14:39:59,150.1,2.1,176.0,54.9,84.3,37.9,5.7,45.6,0,25.6,2.31,82.99
281,04/05/2021 14:40:2,150.1,2.0,182.1,53.6,80.5,42.0,5.3,49.3,0,25.6,2.53,82.84
282,04/05/2021 14:40:5,149.9,2.0,176.2,47.7,76.0,36.5,3.5,41.9,0,24.0,2.41,83.10
283,04/05/2021 14:40:8,150.1,2.0,181.8,45.0,72.7,37.9,3.9,43.8,0,24.0,2.51,82.89
284,04/05/2021 14:40:11,149.8,1.9,184.2,52.4,80.9,40.5,3.9,46.4,0,25.7,2.63,82.93
285,04/05/2021 14:40:14,150.0,1.8,179.9,48.4,77.8,42.9,3.3,48.3,0,24.4,2.76,82.74
286,04/05/2021 14:40:17,149.8,2.2,185.0,53.9,78.9,42.9,4.8,49.8,0,26.0,2.23,82.72
287,04/05/2021 14:40:20,150.0,1.8,183.9,40.8,69.4,45.5,4.7,52.3,0,23.2,2.83,82.86
288,04/05/2021 14:40:23,150.1,2.2,178.3,57.2,83.5,39.0,4.4,45.4,0,26.1,2.25,82.99
289,04/05/2021 14:40:26,150.0,1.9,177.5,59.3,86.7,43.7,3.0,48.7,0,26.3,2.59,83.23
290,04/05/2021 14:40:29,149.9,1.9,176.1,44.0,72.3,38.9,3.4,44.3,0,23.2,2.57,83.40
291,04/05/2021 14:40:32,150.1,1.9,187.1,54.9,83.3,43.6,4.1,49.7,0,26.4,2.72,83.19
292,04/05/2021 14:40:35,150.0,2.0,182.8,56.6,82.4,40.1,5.6,47.7,0,26.2,2.53,83.15
293,04/05/2021 14:40:38,150.0,2.3,185.2,42.6,71.8,41.3,5.0,48.4,0,24.2,2.11,83.13
294,04/05/2021 14:40:41,150.0,2.3,190.6,44.3,71.3,36.5,3.3,41.8,0,24.9,2.15,83.21
295,04/05/2021 14:40:44,150.0,1.7,177.4,54.1,80.9,37.5,4.3,43.8,0,24.9,2.92,82.88
296,04/05/2021 14:40:47,150.1,2.0,174.3,48.6,74.8,35.7,4.4,42.1,0,23.8,2.43,82.70
297,04/05/2021 14:40:50,149.9,2.1,180.2,52.6,79.7,38.4,5.6,45.9,0,25.3,2.42,82.85
298,04/05/2021 14:40:53,150.0,1.9,183.1,59.3,86.9,41.7,3.6,47.4,0,26.8,2.68,82.99
299,04/05/2021 14:40:56,149.9,1.9,183.6,37.6,65.0,35.2,6.1,43.3,0,22.5,2.68,82.89
300,04/05/2021 14:40:59,150.1,2.0,174.8,46.5,72.3,34.7,3.4,40.2,0,23.4,2.43,83.43
301,04/05/2021 14:41:2,149.9,2.1,181.0,56.0,82.7,37.2,4.5,43.7,0,26.1,2.28,82.51
302,04/05/2021 14:41:5,150.2,1.7,170.2,44.8,73.5,37.7,4.4,44.2,0,22.6,2.80,82.96
303,04/05/2021 14:41:8,150.0,2.0,182.1,61.4,89.7,37.8,5.4,45.2,1,27.3,2.50,82.96
304,04/05/2021 14:41:11,150.2,1.5,174.0,44.7,70.3,38.4,5.3,45.7,0,22.5,3.12,82.55
305,04/05/2021 14:41:14,150.0,2.2,185.8,46.9,76.9,42.1,2.6,46.7,0,25.2,2.20,83.04
306,04/05/2021 14:41:17,149.9,2.0,181.8,48.3,76.6,42.9,4.9,49.8,0,24.7,2.51,83.06
307,04/05/2021 14:41:20,149.9,2.0,184.2,39.6,67.9,37.1,4.8,43.8,0,23.2,2.54,82.79
308,04/05/2021 14:41:23,150.1,2.2,183.6,46.0,72.9,33.3,4.9,40.3,0,24.5,2.16,82.84
309,04/05/2021 14:41:26,150.0,1.8,179.3,55.5,85.5,37.3,4.3,43.6,0,25.8,2.78,82.79
310,04/05/2021 14:41:29,150.0,2.1,179.7,37.2,65.4,35.7,4.6,42.4,0,22.3,2.33,82.85
311,04/05/2021 14:41:32,149.9,2.0,176.7,49.4,79.1,45.3,3.5,50.8,0,24.5,2.49,83.36
312,04/05/2021 14:41:35,150.0,1.5,181.3,52.1,77.6,41.9,5.6,49.5,0,24.6,3.20,82.86
313,04/05/2021 14:41:38,149.9,1.6,192.9,44.8,72.7,35.5,4.3,41.8,0,24.7,3.21,83.04
314,04/05/2021 14:41:41,149.9,1.8,166.9,43.3,72.0,41.5,4.6,48.1,0,22.0,2.69,82.94
315,04/05/2021 14:41:44,150.1,2.3,174.8,50.8,78.8,32.6,5.4,40.0,0,24.7,2.03,83.07
316,04/05/2021 14:41:47,150.0,2.1,173.4,49.0,76.2,41.0,3.0,46.0,0,24.0,2.27,83.20
317,04/05/2021 14:41:50,150.0,2.1,168.5,49.6,78.7,39.4,4.0,45.4,0,23.8,2.20,83.15
318,04/05/2021 14:41:53,149.9,1.7,174.3,46.3,75.6,38.7,4.2,44.9,0,23.3,2.93,83.12
319,04/05/2021 14:41:56,150.0,1.9,175.4,60.2,87.7,41.5,3.5,47.0,1,26.2,2.62,83.16
320,04/05/2021 14:41:59,150.0,2.0,182.5,46.1,76.0,40.2,3.3,45.5,0,24.5,2.51,82.92
321,04/05/2021 14:42:2,150.2,2.0,178.1,55.0,81.7,44.5,4.5,51.0,0,25.5,2.46,82.76
322,04/05/2021 14:42:5,150.1,2.0,181.6,46.2,73.1,35.0,2.2,39.2,0,24.1,2.53,82.54
323,04/05/2021 14:42:8,150.0,2.1,179.3,47.1,72.4,42.9,4.2,49.1,0,23.9,2.42,82.62
324,04/05/2021 14:42:11,150.0,2.5,186.8,52.8,81.9,33.3,3.8,39.1,0,26.7,1.74,82.99
325,04/05/2021 14:42:14,149.8,2.2,183.8,43.7,70.8,37.1,4.6,43.7,0,24.1,2.20,83.03
326,04/05/2021 14:42:17,150.1,2.1,183.2,51.5,80.6,38.0,3.5,43.4,0,25.6,2.40,83.34
327,04/05/2021 14:42:20,150.0,2.1,181.9,35.6,64.9,40.4,2.7,45.1,0,22.3,2.38,83.04
328,04/05/2021 14:42:23,150.1,2.0,171.6,55.8,84.2,40.7,2.7,45.4,0,25.1,2.44,83.04
329,04/05/2021 14:42:26,150.1,2.4,181.7,59.0,87.1,37.9,4.9,44.9,0,27.2,1.91,82.83
330,04/05/2021 14:42:29,149.9,1.9,171.3,49.1,77.7,34.3,2.8,39.1,0,23.7,2.58,83.09
331,04/05/2021 14:42:32,150.0,2.1,177.7,40.4,69.0,39.3,2.4,43.7,0,22.8,2.39,83.45
332,04/05/2021 14:42:35,149.8,1.8,178.5,47.8,74.5,41.4,4.4,47.8,0,23.9,2.72,82.84
333,04/05/2021 14:42:38,150.1,2.4,175.5,54.7,82.4,39.2,5.5,46.7,0,25.6,1.92,83.25
334,04/05/2021 14:42:41,150.0,2.1,189.9,50.4,79.8,40.1,3.8,45.9,0,26.1,2.50,82.64
335,04/05/2021 14:42:44,150.0,1.6,180.6,65.8,91.7,38.7,3.7,44.4,1,27.5,3.03,82.95
336,04/05/2021 14:42:47,149.9,2.3,178.7,33.6,59.4,37.5,4.7,44.3,0,21.5,2.07,83.04
337,04/05/2021 14:42:50,150.2,1.9,180.6,53.9,80.9,42.7,3.5,48.3,0,25.4,2.70,82.72
338,04/05/2021 14:42:53,150.2,2.2,180.6,52.9,80.8,41.0,4.3,47.3,0,25.6,2.21,83.19
339,04/05/2021 14:42:56,150.0,1.9,177.2,48.1,73.8,41.1,3.0,46.1,0,23.8,2.65,82.72
340,04/05/2021 14:42:59,149.9,2.1,185.4,48.2,73.8,36.1,3.1,41.2,0,24.9,2.37,83.29
341,04/05/2021 14:43:2,150.0,1.9,174.1,52.2,77.2,38.0,5.5,45.5,0,24.3,2.55,82.82
342,04/05/2021 14:43:5,149.8,2.0,188.8,45.4,74.7,35.6,2.7,40.3,0,24.9,2.58,83.20
343,04/05/2021 14:43:8,149.9,2.1,185.0,52.3,81.4,43.3,7.0,52.3,0,26.0,2.40,82.99
344,04/05/2021 14:43:11,150.2,1.9,179.8,52.9,78.8,45.5,3.7,51.2,0,25.0,2.72,82.87
345,04/05/2021 14:43:14,150.1,2.1,180.6,48.2,74.7,36.3,3.6,41.9,0,24.4,2.43,83.26
346,04/05/2021 14:43:17,149.9,1.7,174.7,37.7,65.0,42.8,2.6,47.3,0,21.5,2.84,83.43
347,04/05/2021 14:43:20,150.0,1.7,172.9,44.3,69.3,40.8,2.4,45.2,0,22.4,2.81,83.11
348,04/05/2021 14:43:23,150.1,2.1,181.8,58.4,87.3,34.2,5.7,41.9,0,26.9,2.32,83.05
349,04/05/2021 14:43:26,150.0,1.8,189.1,45.4,71.8,45.1,3.4,50.5,0,24.4,2.95,82.64
350,04/05/2021 14:43:29,150.1,1.6,186.8,54.6,84.2,40.2,4.1,46.3,0,26.2,3.16,82.56
351,04/05/2021 14:43:32,150.2,2.0,180.5,35.7,63.4,39.8,3.7,45.5,0,22.0,2.49,83.22
352,04/05/2021 14:43:35,150.0,1.9,176.1,51.8,78.9,38.5,3.3,43.8,0,24.6,2.63,82.92
353,04/05/2021 14:43:38,150.0,1.6,193.4,48.1,76.4,42.1,4.6,48.7,0,25.4,3.26,83.03
354,04/05/2021 14:43:41,150.1,2.0,180.4,55.2,84.4,39.0,4.0,44.9,0,26.0,2.55,83.08
355,04/05/2021 14:43:44,150.0,1.8,191.2,45.7,74.0,34.8,5.2,42.0,0,24.9,2.89,83.21
356,04/05/2021 14:43:47,149.8,2.6,172.3,56.1,83.5,40.6,5.7,48.3,0,25.7,1.60,83.24
357,04/05/2021 14:43:50,150.0,2.0,178.6,40.8,69.1,41.6,4.9,48.5,0,22.8,2.50,82.95
358,04/05/2021 14:43:53,150.1,2.1,181.7,40.8,68.3,41.3,4.0,47.3,0,23.2,2.36,83.40
359,04/05/2021 14:43:56,150.1,2.1,177.6,50.0,78.4,36.6,4.4,43.0,0,24.7,2.31,82.84
360,04/05/2021 14:43:59,150.1,2.1,173.8,51.8,80.3,33.5,4.7,40.2,0,24.7,2.31,83.09
361,04/05/2021 14:44:2,149.9,2.0,182.5,46.8,71.8,43.5,4.7,50.2,0,24.2,2.46,83.22
362,04/05/2021 14:44:5,149.8,1.8,181.2,66.8,93.8,40.3,2.7,45.0,1,28.0,2.79,83.27
363,04/05/2021 14:44:8,150.0,2.2,185.0,55.9,84.9,41.3,4.9,48.2,0,26.8,2.28,83.02
364,04/05/2021 14:44:11,150.0,1.6,181.8,46.0,71.9,43.5,5.3,50.8,0,23.6,3.04,83.04
365,04/05/2021 14:44:14,149.9,1.9,178.0,51.1,80.6,45.0,4.2,51.2,0,24.8,2.66,82.97
366,04/05/2021 14:44:17,150.0,1.8,185.2,64.0,93.3,36.0,3.5,41.5,1,28.1,2.84,83.17
367,04/05/2021 14:44:20,150.1,1.4,170.2,52.6,80.7,37.9,4.4,44.3,0,23.8,3.23,82.76
368,04/05/2021 14:44:23,150.0,1.8,178.5,51.6,76.8,40.0,4.8,46.7,0,24.5,2.72,82.78
369,04/05/2021 14:44:26,149.8,2.0,184.6,62.6,90.1,39.4,3.6,45.0,1,27.8,2.48,83.34
370,04/05/2021 14:44:29,150.1,2.1,187.9,48.5,75.7,39.7,5.1,46.8,0,25.3,2.43,83.14
371,04/05/2021 14:44:32,150.0,2.2,179.6,55.7,82.8,42.9,1.7,46.6,1,26.0,2.20,83.17
372,04/05/2021 14:44:35,150.0,1.6,176.5,48.4,76.0,45.4,3.2,50.6,0,23.7,3.01,83.00
373,04/05/2021 14:44:38,150.1,2.1,173.3,55.1,84.0,37.5,4.1,43.7,0,25.4,2.23,83.08
374,04/05/2021 14:44:41,150.0,2.1,182.5,53.8,78.8,35.4,1.7,39.1,1,25.6,2.39,83.31
375,04/05/2021 14:44:44,150.0,1.9,182.6,45.7,71.1,39.3,5.2,46.6,0,23.8,2.72,82.92
376,04/05/2021 14:44:47,150.0,2.1,176.6,56.3,86.0,42.6,3.5,48.1,0,26.0,2.32,83.29
377,04/05/2021 14:44:50,149.9,2.1,182.8,48.5,76.1,35.1,3.9,41.0,0,24.8,2.44,83.05
378,04/05/2021 14:44:53,150.2,2.4,179.1,55.5,81.5,40.6,3.7,46.3,0,26.0,1.85,82.93
379,04/05/2021 14:44:56,150.0,2.1,186.1,50.6,76.5,39.1,2.8,43.9,0,25.5,2.34,83.00
380,04/05/2021 14:44:59,150.0,1.9,178.9,51.0,77.0,37.9,3.1,43.0,0,24.6,2.62,82.82
381,04/05/2021 14:45:2,150.1,2.2,172.6,57.2,82.4,37.9,1.9,41.8,1,25.4,2.14,83.10
382,04/05/2021 14:45:5,150.1,1.8,184.3,53.4,79.5,35.5,4.8,42.4,0,25.5,2.88,82.85
383,04/05/2021 14:45:8,149.9,2.0,184.1,54.2,80.1,39.6,5.4,47.0,0,25.9,2.51,82.78
384,04/05/2021 14:45:11,150.0,1.7,175.3,47.0,75.3,41.1,4.4,47.4,0,23.5,2.87,83.06
385,04/05/2021 14:45:14,150.0,1.6,192.3,43.9,69.9,39.4,4.2,45.6,0,24.2,3.27,83.24
386,04/05/2021 14:45:17,150.1,2.4,184.1,51.0,76.2,41.4,3.2,46.6,0,25.5,2.01,83.11
387,04/05/2021 14:45:20,150.0,2.2,182.0,45.8,73.8,42.3,4.7,49.0,0,24.4,2.22,83.05
388,04/05/2021 14:45:23,150.2,1.9,179.0,45.5,71.1,40.8,4.9,47.6,0,23.4,2.68,82.90
389,04/05/2021 14:45:26,149.9,1.9,171.3,44.7,73.0,38.6,2.6,43.2,0,22.8,2.49,83.15
390,04/05/2021 14:45:29,150.1,2.1,185.3,44.0,69.4,41.5,3.1,46.6,0,24.0,2.33,83.10
391,04/05/2021 14:45:32,150.0,2.3,182.9,62.4,89.6,39.2,5.7,46.9,1,27.8,2.13,82.98
392,04/05/2021 14:45:35,150.0,1.8,177.7,52.6,80.5,42.3,4.1,48.4,0,24.8,2.85,83.20
393,04/05/2021 14:45:38,150.1,1.9,190.7,62.8,90.9,41.5,4.3,47.8,1,28.3,2.81,82.92
394,04/05/2021 14:45:41,150.3,2.0,184.3,47.7,76.2,39.3,5.7,47.1,0,24.9,2.48,82.88
395,04/05/2021 14:45:44,150.0,2.0,186.7,43.3,72.4,42.9,4.0,48.8,0,24.2,2.56,82.88
396,04/05/2021 14:45:47,149.8,2.6,181.3,42.2,70.9,36.7,4.5,43.2,0,24.1,1.58,83.00
397,04/05/2021 14:45:50,150.0,1.9,184.3,41.1,66.8,44.9,2.7,49.6,0,23.1,2.77,82.99
398,04/05/2021 14:45:53,149.8,1.5,179.2,55.3,83.1,41.7,3.5,47.2,0,25.3,3.19,83.50
399,04/05/2021 14:45:56,149.9,2.0,168.2,43.1,72.4,41.0,5.8,48.7,0,22.4,2.31,83.13
400,04/05/2021 14:45:59,150.0,2.2,177.9,51.1,76.8,41.4,2.9,46.4,0,24.8,2.18,83.35
401,04/05/2021 14:46:2,150.1,1.9,179.8,38.2,65.9,41.8,4.3,48.1,0,22.3,2.71,83.08
402,04/05/2021 14:46:5,150.2,2.5,180.2,43.4,69.5,33.9,4.7,40.6,0,23.8,1.82,83.16
403,04/05/2021 14:46:8,149.9,2.3,176.5,57.0,83.4,40.6,2.8,45.4,0,25.9,2.08,82.90
404,04/05/2021 14:46:11,150.1,1.8,169.8,50.2,77.9,43.9,3.0,48.9,0,23.6,2.65,82.95
405,04/05/2021 14:46:14,149.9,2.4,178.0,37.1,65.8,34.0,2.8,38.8,0,22.5,1.92,83.10
406,04/05/2021 14:46:17,149.9,2.0,182.5,52.4,79.1,42.0,4.9,48.9,0,25.4,2.58,83.07
407,04/05/2021 14:46:20,150.1,1.9,181.0,60.8,85.9,46.8,4.9,53.7,1,26.7,2.69,83.00
408,04/05/2021 14:46:23,150.0,1.9,175.1,51.5,79.3,38.5,3.8,44.3,0,24.5,2.57,83.37
409,04/05/2021 14:46:26,150.0,2.0,176.7,62.8,91.8,38.4,3.0,43.3,1,27.2,2.40,82.86
410,04/05/2021 14:46:29,150.0,2.4,180.6,42.4,72.0,35.9,3.9,41.8,0,23.8,1.98,82.79
411,04/05/2021 14:46:32,150.0,2.0,178.2,45.6,75.3,37.1,3.4,42.6,0,23.9,2.44,83.08
412,04/05/2021 14:46:35,150.0,1.7,182.0,53.1,80.2,38.2,2.8,43.1,1,25.2,2.98,83.14
413,04/05/2021 14:46:38,150.1,2.2,177.6,48.3,74.9,41.1,5.1,48.2,0,24.2,2.23,83.07
414,04/05/2021 14:46:41,149.8,2.1,171.4,58.3,87.4,40.2,4.2,46.5,0,25.8,2.26,82.86
415,04/05/2021 14:46:44,150.1,2.1,187.7,47.6,75.9,41.1,5.0,48.1,0,25.2,2.44,82.72
416,04/05/2021 14:46:47,149.9,1.7,182.7,46.0,72.7,37.9,3.9,43.8,0,23.9,2.93,82.85
417,04/05/2021 14:46:50,150.0,1.9,184.5,53.7,81.4,37.9,3.2,43.0,0,25.8,2.73,83.10
418,04/05/2021 14:46:53,150.1,2.0,180.7,53.3,82.2,38.1,6.3,46.4,0,25.6,2.50,82.85
419,04/05/2021 14:46:56,149.9,1.8,172.2,56.6,81.9,42.7,4.7,49.4,0,24.8,2.78,83.18
420,04/05/2021 14:46:59,150.0,2.2,180.0,57.5,85.6,42.4,4.7,49.1,0,26.5,2.21,82.82
421,04/05/2021 14:47:2,150.1,2.4,174.7,40.9,69.7,42.8,4.3,49.1,0,22.9,1.88,83.02
422,04/05/2021 14:47:5,150.1,2.4,188.5,50.4,75.6,44.0,6.1,52.1,0,25.9,1.96,82.94
423,04/05/2021 14:47:8,150.1,2.1,178.2,47.0,73.6,37.8,2.2,42.0,0,24.0,2.38,82.73
424,04/05/2021 14:47:11,150.1,1.8,177.4,51.0,80.5,42.1,3.0,47.1,0,24.7,2.80,82.78
425,04/05/2021 14:47:14,150.1,1.9,179.5,47.8,77.4,39.9,4.9,46.8,0,24.4,2.63,83.07
426,04/05/2021 14:47:17,150.0,1.9,176.1,44.9,70.1,38.5,2.6,43.1,0,23.0,2.55,83.16
427,04/05/2021 14:47:20,150.1,2.4,175.7,53.4,83.0,36.2,5.1,43.3,0,25.6,1.86,83.12
428,04/05/2021 14:47:23,149.9,2.2,177.8,49.9,76.6,40.6,4.4,47.0,0,24.7,2.13,83.05
429,04/05/2021 14:47:26,149.9,2.0,175.5,54.6,82.9,43.0,2.7,47.7,0,25.3,2.52,82.78
430,04/05/2021 14:47:29,150.1,1.8,180.9,48.8,78.6,36.7,3.1,41.9,0,24.6,2.80,82.70
431,04/05/2021 14:47:32,150.0,1.9,177.8,36.5,66.2,38.0,4.7,44.7,0,22.0,2.59,82.98
432,04/05/2021 14:47:35,150.0,2.1,180.2,54.1,79.6,39.7,4.5,46.2,0,25.5,2.33,83.03
433,04/05/2021 14:47:38,150.0,2.0,179.9,49.9,77.7,36.9,2.7,41.7,0,24.7,2.53,83.01
434,04/05/2021 14:47:41,149.9,2.1,178.6,51.2,80.3,34.5,4.2,40.7,0,25.1,2.28,82.76
435,04/05/2021 14:47:44,150.1,1.8,179.8,57.0,86.0,38.6,4.8,45.4,0,26.0,2.87,82.80
436,04/05/2021 14:47:47,150.0,1.7,172.4,46.0,71.0,41.7,3.4,47.1,0,22.6,2.93,83.11
437,04/05/2021 14:47:50,150.3,2.2,182.2,46.4,75.8,35.6,3.0,40.6,0,24.7,2.19,82.75
438,04/05/2021 14:47:53,149.9,2.2,181.9,56.4,83.6,42.7,4.2,48.9,0,26.4,2.27,83.05
439,04/05/2021 14:47:56,149.9,2.1,184.2,49.8,77.2,46.1,4.7,52.7,0,25.2,2.42,82.89
440,04/05/2021 14:47:59,150.2,2.0,181.7,57.0,83.7,40.2,2.1,44.4,1,26.2,2.52,83.22
441,04/05/2021 14:48:2,149.9,2.1,175.2,40.8,66.2,39.1,3.3,44.4,0,22.3,2.30,82.94
442,04/05/2021 14:48:5,150.0,2.0,178.4,56.6,83.7,42.5,3.9,48.4,0,25.8,2.55,83.25
443,04/05/2021 14:48:8,150.0,2.0,178.7,50.6,76.0,40.1,2.9,45.0,0,24.5,2.55,83.26
444,04/05/2021 14:48:11,150.0,2.1,187.9,39.2,65.4,36.6,5.2,43.8,0,23.3,2.46,83.35
445,04/05/2021 14:48:14,149.9,1.9,180.1,58.3,85.5,39.4,2.7,44.2,0,26.3,2.58,82.97
446,04/05/2021 14:48:17,149.9,2.1,174.3,60.7,89.9,42.7,3.8,48.5,1,26.6,2.24,82.99
447,04/05/2021 14:48:20,150.0,1.8,170.8,51.4,80.9,38.0,4.2,44.3,0,24.1,2.67,83.09
448,04/05/2021 14:48:23,150.2,2.1,185.0,53.2,82.7,41.6,4.4,48.0,0,26.2,2.41,83.05
449,04/05/2021 14:48:26,149.9,2.0,184.9,46.0,73.3,40.4,3.7,46.1,0,24.4,2.57,83.14
450,04/05/2021 14:48:29,150.0,1.9,177.9,52.0,80.7,42.6,3.6,48.2,0,25.0,2.65,82.94
451,04/05/2021 14:48:32,150.0,2.0,179.9,58.7,85.1,39.6,4.1,45.7,0,26.4,2.54,82.79
452,04/05/2021 14:48:35,150.1,2.0,186.8,52.7,81.0,43.6,5.3,50.9,0,26.1,2.49,83.14
453,04/05/2021 14:48:38,150.0,1.8,167.3,70.8,98.6,42.8,4.3,49.1,1,27.5,2.65,83.16
454,04/05/2021 14:48:41,150.1,2.4,177.4,60.1,87.3,44.6,4.2,50.8,1,26.9,1.88,83.08
