VarName	Date	Screw speed	Pressure	Barrel temp - zone1	Mould temperature	Extraction temperature	Cooling time	Holding time	Cycle time	Sinks	TOT - Energy cons.	Schrinkage	Piece weight
227	09/05/2021 4:40:35	149.9	1.8	180.8	52.0	79.6	36.0	4.8	42.8	0	25.0	2.83	84.01
228	09/05/2021 4:40:38	150.1	2.4	180.6	55.1	81.2	43.0	2.8	47.8	0	26.1	1.95	82.06
229	09/05/2021 4:40:41	150.0	1.7	181.3	56.1	84.4	39.5	5.2	46.7	0	25.9	2.95	84.86
230	09/05/2021 4:40:44	149.9	2.2	182.1	49.3	75.5	35.9	3.9	41.7	0	24.9	2.18	82.79
231	09/05/2021 4:40:47	150.0	2.1	179.6	46.6	73.7	37.8	4.2	44.1	0	24.1	2.27	82.94
232	09/05/2021 4:40:50	150.0	2.0	179.8	48.7	77.8	43.4	1.9	47.4	0	24.6	2.56	80.81
233	09/05/2021 4:40:53	150.0	2.2	178.2	44.2	72.8	46.6	3.4	52.0	0	23.7	2.17	81.93
234	09/05/2021 4:40:56	149.9	1.9	181.1	47.4	76.3	39.8	2.8	44.6	0	24.4	2.66	81.6
235	09/05/2021 4:40:59	150.0	2.0	178.6	41.1	68.0	40.4	4.0	46.5	0	22.8	2.48	82.3
236	09/05/2021 4:41:2	150.1	2.0	182.6	53.8	83.1	41.5	3.9	47.4	0	26.0	2.45	83.18
237	09/05/2021 4:41:5	149.9	2.2	175.2	42.3	71.8	37.6	2.7	42.4	0	23.1	2.18	81.24
238	09/05/2021 4:41:8	150.1	2.3	185.8	56.8	84.0	42.3	3.6	47.9	0	26.9	2.13	83.07
239	09/05/2021 4:41:11	150.0	1.9	174.3	49.3	75.4	38.9	4.3	45.2	0	23.8	2.56	83.28
240	09/05/2021 4:41:14	150.0	2.3	175.4	44.5	74.4	42.6	2.9	47.5	0	23.7	1.97	81.49
241	09/05/2021 4:41:17	149.9	1.7	169.8	61.8	88.2	45.3	3.9	51.2	1	25.7	2.84	83.81
242	09/05/2021 4:41:20	150.0	2.1	181.4	56.9	83.5	42.6	4.0	48.6	0	26.3	2.37	83.58
243	09/05/2021 4:41:23	149.9	1.9	182.3	70.7	99.1	36.8	3.8	42.6	1	29.1	2.71	84.42
244	09/05/2021 4:41:26	150.0	1.8	175.1	54.2	80.0	40.1	3.9	46.0	0	24.7	2.74	83.25
245	09/05/2021 4:41:29	150.0	2.0	187.6	49.6	78.0	40.0	4.1	46.1	0	25.5	2.56	83.03
246	09/05/2021 4:41:32	149.9	2.0	170.7	47.7	77.0	39.8	3.0	44.8	0	23.6	2.39	81.85
247	09/05/2021 4:41:35	150.1	2.1	188.4	44.5	71.2	46.3	4.8	53.1	0	24.5	2.48	83.31
248	09/05/2021 4:41:38	150.0	2.0	174.1	51.9	78.8	42.5	4.1	48.6	0	24.5	2.47	83.27
249	09/05/2021 4:41:41	149.9	1.9	176.4	48.0	76.6	31.3	3.4	36.7	0	24.0	2.58	82.25
250	09/05/2021 4:41:44	150.0	1.6	190.4	48.4	76.1	38.1	4.0	44.1	0	25.1	3.15	82.84
251	09/05/2021 4:41:47	149.9	2.0	177.3	48.7	74.2	41.6	4.5	48.1	0	24.0	2.53	83.44
252	09/05/2021 4:41:50	150.0	2.0	186.8	56.9	84.9	43.1	4.6	49.8	0	26.9	2.57	84.3
253	09/05/2021 4:41:53	149.9	1.8	184.4	41.3	71.0	42.1	5.2	49.3	0	23.5	2.85	83.33
254	09/05/2021 4:41:56	150.1	1.9	180.1	39.1	64.2	39.5	4.0	45.5	0	22.3	2.6	82.12
255	09/05/2021 4:41:59	150.2	2.3	176.8	55.7	83.2	40.7	3.2	45.8	0	25.9	1.95	82.51
256	09/05/2021 4:42:2	150.0	1.9	177.8	51.3	77.8	39.8	5.2	47.1	0	24.5	2.7	84.42
257	09/05/2021 4:42:5	149.9	2.1	178.0	57.7	84.6	43.5	2.5	48.0	0	26.1	2.4	81.85
258	09/05/2021 4:42:8	150.0	2.2	170.8	43.9	72.3	42.4	4.6	48.9	0	22.9	2.13	83.0
259	09/05/2021 4:42:11	149.8	1.9	173.9	58.4	88.1	40.3	4.3	46.6	0	25.9	2.62	84.09
260	09/05/2021 4:42:14	150.0	2.1	178.3	37.3	66.7	35.6	5.9	43.4	0	22.3	2.37	83.38
261	09/05/2021 4:42:17	150.2	2.2	172.1	48.8	77.4	51.8	2.4	56.2	0	24.0	2.11	81.3
262	09/05/2021 4:42:20	149.9	1.9	178.7	65.3	94.7	44.1	4.3	50.3	1	27.7	2.69	84.66
263	09/05/2021 4:42:23	149.7	2.0	188.7	48.3	73.6	37.8	5.5	45.3	0	25.0	2.65	84.34
264	09/05/2021 4:42:26	150.0	2.2	184.1	54.6	83.9	41.7	4.3	48.0	0	26.4	2.26	83.74
265	09/05/2021 4:42:29	150.0	2.2	188.3	45.0	70.6	39.7	2.1	43.8	0	24.6	2.23	80.83
266	09/05/2021 4:42:32	150.0	1.9	176.1	45.2	70.6	44.7	4.0	50.7	0	23.1	2.65	82.57
267	09/05/2021 4:42:35	150.0	2.1	190.0	45.5	74.8	42.3	4.6	48.9	0	25.1	2.42	83.23
268	09/05/2021 4:42:38	149.9	2.0	169.7	50.7	79.5	45.1	4.5	51.6	0	24.0	2.38	83.6
269	09/05/2021 4:42:41	149.9	1.6	184.4	49.9	78.8	42.4	3.3	47.7	0	25.0	3.07	82.29
270	09/05/2021 4:42:44	150.2	2.0	179.1	45.3	71.1	40.2	4.3	46.5	0	23.6	2.44	82.88
271	09/05/2021 4:42:47	150.1	2.1	179.7	56.3	82.9	40.7	4.7	47.4	0	26.0	2.29	84.36
272	09/05/2021 4:42:50	150.0	2.0	181.4	58.0	87.3	38.1	2.8	42.9	0	26.7	2.53	82.17
273	09/05/2021 4:42:53	150.0	2.3	177.6	51.6	79.5	37.4	5.3	44.7	0	25.1	2.1	84.49
274	09/05/2021 4:42:56	150.1	1.8	172.4	67.3	96.8	32.1	2.6	36.7	1	27.4	2.74	82.54
275	09/05/2021 4:42:59	150.0	1.7	184.3	53.0	80.4	43.3	3.9	49.2	0	25.5	3.0	83.17
276	09/05/2021 4:43:2	150.0	1.7	177.9	59.1	85.4	36.6	3.6	42.2	0	26.0	2.9	83.31
277	09/05/2021 4:43:5	149.9	2.1	181.3	56.0	82.1	39.0	5.1	46.1	0	26.1	2.31	84.82
278	09/05/2021 4:43:8	150.1	1.9	187.5	46.7	73.5	41.8	4.6	48.5	0	24.6	2.78	83.35
279	09/05/2021 4:43:11	150.0	1.7	186.7	44.0	71.3	36.0	4.3	42.3	0	23.9	2.96	82.76
280	09/05/2021 4:43:14	149.9	2.0	177.6	53.5	83.4	41.3	4.5	47.8	0	25.5	2.44	83.82
281	09/05/2021 4:43:17	149.9	1.9	178.8	49.7	75.6	35.5	5.7	43.2	0	24.4	2.57	84.74
282	09/05/2021 4:43:20	149.9	1.8	175.7	42.3	67.5	39.7	4.0	45.7	0	22.4	2.71	82.38
283	09/05/2021 4:43:23	150.2	1.7	179.7	61.4	90.6	34.3	2.9	39.2	1	26.9	2.96	82.55
284	09/05/2021 4:43:26	149.8	1.9	179.4	49.6	78.7	39.0	4.4	45.4	0	24.7	2.61	83.33
285	09/05/2021 4:43:29	150.0	1.7	180.3	53.3	78.4	39.8	5.8	47.6	0	24.9	3.01	85.21
286	09/05/2021 4:43:32	150.1	2.1	183.2	46.3	72.3	41.1	3.5	46.7	0	24.3	2.39	82.22
287	09/05/2021 4:43:35	150.1	1.6	189.2	55.7	81.9	43.2	4.0	49.2	0	26.3	3.21	83.49
288	09/05/2021 4:43:38	150.1	2.0	177.1	49.9	75.8	37.6	2.1	41.8	0	24.2	2.52	81.07
289	09/05/2021 4:43:41	150.0	2.1	187.0	49.9	79.0	35.9	3.2	41.1	0	25.7	2.41	82.11
290	09/05/2021 4:43:44	150.0	1.9	183.4	42.7	71.7	43.8	3.7	49.4	0	23.7	2.63	82.12
291	09/05/2021 4:43:47	150.0	1.7	183.0	61.9	87.5	37.1	5.5	44.6	1	27.0	2.92	85.88
292	09/05/2021 4:43:50	149.8	1.7	174.7	44.1	74.0	40.7	1.8	44.5	0	23.0	2.83	80.49
293	09/05/2021 4:43:53	149.9	2.2	190.3	50.2	79.1	37.7	4.0	43.8	0	26.1	2.37	83.02
294	09/05/2021 4:43:56	150.1	2.1	184.4	54.0	83.3	39.8	2.2	43.9	1	26.3	2.36	81.28
295	09/05/2021 4:43:59	150.2	1.9	178.6	40.7	70.7	38.8	3.4	44.2	0	22.9	2.63	81.72
296	09/05/2021 4:44:2	149.9	1.6	181.1	58.2	83.6	38.1	3.9	44.0	0	25.9	3.04	83.54
297	09/05/2021 4:44:5	150.1	2.0	184.1	39.4	68.1	38.9	4.0	44.9	0	23.2	2.53	82.08
298	09/05/2021 4:44:8	150.1	2.1	184.3	52.7	82.2	35.8	5.7	43.5	0	26.0	2.39	85.09
299	09/05/2021 4:44:11	149.9	2.0	178.1	56.2	82.2	40.1	4.3	46.5	0	25.7	2.46	83.87
300	09/05/2021 4:44:14	149.8	2.3	175.5	54.5	84.1	33.1	4.8	39.8	0	25.7	1.98	84.23
301	09/05/2021 4:44:17	150.0	1.8	174.7	49.9	77.9	34.4	3.3	39.6	0	24.0	2.76	82.23
302	09/05/2021 4:44:20	150.1	1.7	185.0	56.8	82.6	35.8	2.4	40.2	1	26.2	2.96	81.73
303	09/05/2021 4:44:23	149.9	1.9	185.3	48.3	75.4	42.3	3.3	47.6	0	24.8	2.66	82.17
304	09/05/2021 4:44:26	150.0	2.0	184.0	47.8	77.0	37.4	2.0	41.5	0	24.9	2.51	80.88
305	09/05/2021 4:44:29	150.2	2.3	190.1	59.2	86.2	38.4	5.2	45.6	0	27.8	2.17	85.29
306	09/05/2021 4:44:32	149.9	2.0	180.7	42.7	67.9	41.0	4.0	47.0	0	23.1	2.54	82.43
307	09/05/2021 4:44:35	149.9	2.1	178.4	58.6	88.3	44.6	5.3	52.0	0	26.6	2.3	85.32
308	09/05/2021 4:44:38	150.0	1.8	189.5	47.4	73.5	42.9	2.5	47.4	0	24.9	2.82	81.33
309	09/05/2021 4:44:41	150.1	2.1	181.2	56.6	84.7	40.2	4.4	46.6	0	26.3	2.36	84.03
310	09/05/2021 4:44:44	150.0	1.9	178.2	51.2	78.3	42.4	4.6	49.0	0	24.7	2.56	83.72
311	09/05/2021 4:44:47	149.9	2.2	181.0	42.0	69.6	42.4	4.2	48.6	0	23.5	2.18	82.5
312	09/05/2021 4:44:50	150.0	2.3	177.5	65.5	92.4	42.0	4.5	48.5	1	27.9	2.0	84.99
313	09/05/2021 4:44:53	150.1	2.2	181.0	49.4	76.5	41.1	4.5	47.6	0	24.9	2.16	83.5
314	09/05/2021 4:44:56	150.1	2.2	179.4	65.5	91.4	40.6	3.8	46.4	1	27.9	2.15	84.04
315	09/05/2021 4:44:59	149.9	1.9	187.6	43.9	71.9	42.7	4.5	49.2	0	24.2	2.71	82.99
316	09/05/2021 4:45:2	150.1	2.2	167.7	42.4	68.0	40.1	4.4	46.5	0	22.0	2.15	82.74
317	09/05/2021 4:45:5	150.1	2.1	183.3	48.6	76.3	44.3	3.7	50.0	0	24.9	2.34	82.58
318	09/05/2021 4:45:8	150.0	2.2	186.4	49.3	75.1	37.9	5.5	45.5	0	25.3	2.3	84.51
319	09/05/2021 4:45:11	150.0	2.1	173.9	38.9	68.7	43.4	2.6	48.0	0	22.2	2.32	80.96
320	09/05/2021 4:45:14	150.0	2.2	181.9	55.4	83.4	41.3	4.7	48.0	0	26.3	2.21	84.26
321	09/05/2021 4:45:17	149.9	2.3	181.3	45.3	72.5	37.7	4.3	44.0	0	24.2	2.12	82.89
322	09/05/2021 4:45:20	150.2	2.1	179.1	50.9	76.2	41.6	4.6	48.1	0	24.7	2.36	83.67
323	09/05/2021 4:45:23	149.9	2.1	175.0	46.3	71.8	42.8	4.8	49.6	0	23.4	2.34	83.48
324	09/05/2021 4:45:26	150.1	2.1	183.6	48.3	75.1	38.3	4.0	44.4	0	24.8	2.37	82.9
325	09/05/2021 4:45:29	150.1	2.0	172.1	51.0	77.9	37.7	6.1	45.8	0	24.1	2.41	85.27
326	09/05/2021 4:45:32	149.9	1.8	177.0	48.5	74.3	43.9	4.4	50.3	0	23.8	2.79	83.31
327	09/05/2021 4:45:35	150.1	2.0	167.9	50.6	79.3	40.9	4.4	47.3	0	23.8	2.34	83.48
328	09/05/2021 4:45:38	149.9	1.9	178.7	42.4	69.9	42.3	3.5	47.7	0	23.0	2.64	81.91
329	09/05/2021 4:45:41	150.0	2.1	185.4	67.4	96.9	41.3	3.1	46.4	1	29.1	2.42	83.2
330	09/05/2021 4:45:44	149.9	1.6	169.9	62.7	92.1	40.2	2.3	44.5	1	26.1	2.93	81.9
331	09/05/2021 4:45:47	149.9	1.9	176.0	43.3	71.0	36.5	4.2	42.7	0	23.0	2.56	82.63
332	09/05/2021 4:45:50	149.9	2.0	185.5	48.2	77.5	41.3	3.6	46.9	0	25.2	2.48	82.46
333	09/05/2021 4:45:53	150.1	1.8	174.1	41.9	68.1	38.4	1.9	42.4	0	22.3	2.67	80.54
334	09/05/2021 4:45:56	150.0	2.1	175.1	37.7	62.8	40.9	5.7	48.7	0	21.7	2.31	83.32
335	09/05/2021 4:45:59	149.9	2.0	179.5	45.9	75.4	41.9	4.4	48.4	0	24.0	2.56	83.08
336	09/05/2021 4:46:2	150.1	2.2	184.7	46.0	72.7	45.3	4.1	51.4	0	24.5	2.32	82.77
337	09/05/2021 4:46:5	149.9	2.1	185.6	59.4	85.3	40.6	4.3	46.9	0	27.1	2.47	84.14
338	09/05/2021 4:46:8	149.9	2.3	167.3	59.6	88.2	38.1	3.5	43.6	0	25.8	1.99	83.21
339	09/05/2021 4:46:11	150.1	2.3	175.9	47.3	75.5	40.9	1.7	44.6	0	24.1	2.05	80.53
340	09/05/2021 4:46:14	149.9	2.1	182.6	53.4	82.7	34.8	4.8	41.6	0	26.0	2.36	84.13
341	09/05/2021 4:46:17	150.0	1.6	172.3	46.5	74.4	42.1	6.1	50.3	0	22.9	3.04	84.77
342	09/05/2021 4:46:20	150.1	1.8	178.3	56.9	82.8	38.3	3.8	44.1	0	25.6	2.75	83.37
343	09/05/2021 4:46:23	150.0	1.9	165.2	44.4	72.3	39.4	5.1	46.4	0	22.0	2.56	83.51
344	09/05/2021 4:46:26	150.2	2.0	182.2	41.7	69.0	41.1	3.2	46.2	0	23.3	2.58	81.59
345	09/05/2021 4:46:29	150.1	2.2	182.8	51.8	77.4	41.5	3.5	47.0	0	25.4	2.16	82.63
346	09/05/2021 4:46:32	150.1	2.1	183.3	45.9	74.7	36.2	3.4	41.7	0	24.5	2.44	82.13
347	09/05/2021 4:46:35	150.1	1.8	185.7	49.6	77.5	39.7	4.6	46.4	0	25.1	2.89	83.61
348	09/05/2021 4:46:38	149.9	1.9	185.1	54.3	80.3	40.3	4.7	47.0	0	25.9	2.68	84.14
349	09/05/2021 4:46:41	150.0	2.1	192.1	57.6	86.5	33.4	3.0	38.4	0	27.7	2.52	82.4
350	09/05/2021 4:46:44	150.0	2.2	180.8	51.8	81.7	40.1	3.4	45.5	0	25.7	2.18	82.48
351	09/05/2021 4:46:47	150.0	2.1	184.7	52.4	80.6	39.7	4.5	46.2	0	25.9	2.42	83.72
352	09/05/2021 4:46:50	150.1	2.0	173.6	51.7	78.3	41.8	3.3	47.1	0	24.3	2.5	82.4
353	09/05/2021 4:46:53	149.8	1.9	176.2	46.7	72.5	37.3	5.6	44.8	0	23.4	2.64	84.25
354	09/05/2021 4:46:56	149.9	2.0	180.4	53.9	83.3	41.9	1.1	45.0	1	25.7	2.52	80.06
355	09/05/2021 4:46:59	149.9	1.8	192.0	40.5	68.5	45.1	2.8	49.9	0	23.9	2.93	81.24
356	09/05/2021 4:47:2	150.0	1.8	168.0	53.2	79.9	43.2	3.5	48.7	0	23.9	2.63	82.69
357	09/05/2021 4:47:5	149.9	2.3	177.3	48.0	75.0	35.6	4.6	42.2	0	24.3	2.06	83.44
358	09/05/2021 4:47:8	150.0	1.8	178.4	54.1	79.8	43.7	1.6	47.3	1	25.1	2.73	80.67
359	09/05/2021 4:47:11	149.9	1.8	179.7	49.9	75.1	38.6	3.3	43.9	0	24.3	2.74	82.23
360	09/05/2021 4:47:14	149.9	2.2	177.2	40.9	70.2	37.9	4.5	44.4	0	23.1	2.14	82.69
361	09/05/2021 4:47:17	150.1	2.1	166.3	52.6	81.0	37.6	4.7	44.2	0	24.1	2.16	83.97
362	09/05/2021 4:47:20	150.1	2.0	180.1	48.5	74.2	43.4	5.2	50.5	0	24.2	2.56	84.03
363	09/05/2021 4:47:23	150.1	2.0	168.3	39.8	68.1	38.6	5.0	45.7	0	21.6	2.35	83.01
364	09/05/2021 4:47:26	150.0	2.0	176.6	46.0	72.2	42.0	5.0	48.9	0	23.5	2.43	83.59
365	09/05/2021 4:47:29	150.0	2.2	172.0	44.7	73.3	43.9	4.7	50.6	0	23.2	2.14	83.24
366	09/05/2021 4:47:32	150.0	1.6	173.0	46.6	75.4	37.5	4.8	44.3	0	23.1	3.08	83.49
367	09/05/2021 4:47:35	150.0	1.9	183.9	53.9	83.8	43.7	5.2	50.9	0	26.0	2.73	84.67
368	09/05/2021 4:47:38	149.9	2.1	186.5	51.4	77.3	43.6	3.6	49.3	0	25.6	2.43	82.74
369	09/05/2021 4:47:41	150.0	2.3	172.5	56.3	82.1	36.6	4.1	42.7	0	25.4	1.93	83.62
370	09/05/2021 4:47:44	150.0	1.9	188.3	52.7	81.7	37.4	4.7	44.1	0	26.1	2.8	83.94
371	09/05/2021 4:47:47	150.1	1.9	179.3	48.4	74.8	38.3	5.4	45.7	0	24.1	2.66	84.28
372	09/05/2021 4:47:50	150.2	1.9	183.0	49.6	78.7	37.1	4.2	43.3	0	25.1	2.63	83.21
373	09/05/2021 4:47:53	150.1	1.9	188.0	56.6	85.7	39.8	4.5	46.3	0	27.0	2.67	84.1
374	09/05/2021 4:47:56	150.0	1.6	177.5	46.5	72.2	41.2	4.7	47.9	0	23.2	3.14	83.36
375	09/05/2021 4:47:59	150.0	2.1	179.2	53.9	79.8	41.9	4.2	48.1	0	25.3	2.41	83.56
376	09/05/2021 4:48:2	150.0	1.9	178.8	48.1	74.5	39.5	4.3	45.8	0	24.0	2.7	83.14
377	09/05/2021 4:48:5	149.9	2.1	175.0	44.0	70.4	36.6	3.9	42.5	0	23.1	2.25	82.42
378	09/05/2021 4:48:8	150.1	2.2	173.1	55.9	82.5	36.4	3.2	41.6	0	25.3	2.19	82.58
379	09/05/2021 4:48:11	149.9	1.6	187.1	58.1	83.5	37.9	4.0	43.9	0	26.5	3.15	83.73
380	09/05/2021 4:48:14	149.9	2.4	177.6	38.5	68.1	40.3	5.3	47.6	0	22.8	1.94	83.08
381	09/05/2021 4:48:17	149.8	2.1	177.4	56.0	83.8	41.5	3.7	47.2	0	25.9	2.27	83.12
382	09/05/2021 4:48:20	150.0	2.2	179.6	33.4	58.6	35.5	4.8	42.3	0	21.3	2.22	82.2
383	09/05/2021 4:48:23	149.8	2.2	180.2	52.8	80.4	37.2	3.6	42.9	0	25.6	2.19	82.82
384	09/05/2021 4:48:26	150.1	1.5	175.0	41.3	67.7	41.5	4.4	47.9	0	21.9	3.21	82.64
385	09/05/2021 4:48:29	150.2	2.0	172.2	54.1	84.0	37.5	4.2	43.7	0	25.0	2.42	83.57
386	09/05/2021 4:48:32	149.9	1.8	181.6	32.5	60.4	34.0	2.8	38.8	0	21.3	2.76	80.73
387	09/05/2021 4:48:35	150.0	2.0	186.7	63.2	90.1	40.0	2.3	44.4	1	28.0	2.56	81.93
388	09/05/2021 4:48:38	150.0	2.1	183.0	48.9	74.8	40.0	3.5	45.4	0	24.8	2.38	82.36
389	09/05/2021 4:48:41	150.0	2.0	177.2	66.0	93.5	45.9	3.5	51.4	1	27.6	2.54	83.59
390	09/05/2021 4:48:44	150.1	1.9	185.9	52.1	78.8	40.2	5.6	47.8	0	25.6	2.74	84.93
391	09/05/2021 4:48:47	150.2	1.9	184.4	39.1	67.2	37.5	3.4	42.9	0	23.0	2.68	81.65
392	09/05/2021 4:48:50	149.9	1.8	180.5	54.4	80.7	37.7	5.0	44.7	0	25.4	2.79	84.52
393	09/05/2021 4:48:53	150.1	2.3	178.4	45.3	71.8	41.3	4.9	48.2	0	23.8	2.03	83.5
394	09/05/2021 4:48:56	150.1	1.8	183.8	53.0	80.9	37.3	5.3	44.6	0	25.6	2.84	84.69
395	09/05/2021 4:48:59	149.9	2.0	181.4	44.4	72.1	45.0	3.0	50.0	0	23.8	2.46	81.59
396	09/05/2021 4:49:2	150.0	2.1	169.3	51.7	79.0	32.4	4.7	39.2	0	24.1	2.31	83.94
397	09/05/2021 4:49:5	150.1	1.8	176.7	42.8	68.2	36.1	6.1	44.1	0	22.6	2.75	84.23
398	09/05/2021 4:49:8	150.0	1.9	183.3	57.6	85.5	45.6	5.3	52.9	0	26.5	2.71	85.15
399	09/05/2021 4:49:11	150.1	1.7	185.4	54.5	83.3	38.7	3.6	44.3	0	26.0	3.04	82.96
400	09/05/2021 4:49:14	150.1	1.6	181.7	42.4	71.7	39.1	6.0	47.1	0	23.2	3.07	84.1
401	09/05/2021 4:49:17	150.1	2.0	181.7	42.6	68.7	41.5	4.7	48.2	0	23.3	2.51	82.97
402	09/05/2021 4:49:20	149.8	2.0	177.6	47.8	73.4	38.5	3.6	44.1	0	23.8	2.54	82.43
403	09/05/2021 4:49:23	150.0	2.1	179.8	50.4	78.6	44.8	4.4	51.2	0	25.0	2.34	83.46
404	09/05/2021 4:49:26	150.0	2.0	182.1	48.7	77.3	43.7	4.5	50.2	0	24.8	2.55	83.42
405	09/05/2021 4:49:29	149.9	1.9	185.3	46.4	76.0	40.3	4.8	47.1	0	24.7	2.63	83.51
406	09/05/2021 4:49:32	150.0	2.1	179.5	53.3	81.9	41.4	4.3	47.7	0	25.6	2.31	83.56
407	09/05/2021 4:49:35	150.1	2.3	190.4	45.8	74.9	43.0	4.2	49.2	0	25.4	2.12	82.81
408	09/05/2021 4:49:38	149.9	2.3	176.4	51.2	77.1	37.3	4.6	43.9	0	24.8	1.99	83.75
409	09/05/2021 4:49:41	150.0	2.2	183.7	50.5	77.1	40.2	3.6	45.8	0	25.3	2.21	82.61
410	09/05/2021 4:49:44	150.0	2.0	170.4	39.5	69.5	39.1	4.8	45.8	0	22.0	2.37	82.75
411	09/05/2021 4:49:47	149.9	1.8	178.4	48.5	77.9	40.0	4.6	46.6	0	24.2	2.85	83.44
412	09/05/2021 4:49:50	150.0	1.6	180.0	45.0	70.5	34.4	2.6	39.0	0	23.1	3.11	81.32
413	09/05/2021 4:49:53	150.0	2.0	179.2	52.7	79.4	40.6	2.4	45.0	1	25.2	2.43	81.51
414	09/05/2021 4:49:56	150.1	1.8	189.2	51.2	78.6	41.3	5.7	49.0	0	25.7	2.84	84.9
415	09/05/2021 4:49:59	150.0	2.0	183.4	49.9	78.3	46.0	3.7	51.8	0	25.1	2.58	82.71
416	09/05/2021 4:50:2	150.0	2.1	176.0	51.6	78.8	44.5	4.2	50.7	0	24.7	2.38	83.33
417	09/05/2021 4:50:5	149.9	2.1	175.7	38.9	66.3	38.8	4.5	45.3	0	22.1	2.37	82.51
418	09/05/2021 4:50:8	149.9	1.9	183.0	48.2	74.8	40.3	4.6	46.9	0	24.5	2.64	83.5
419	09/05/2021 4:50:11	149.9	1.7	177.2	42.6	69.5	46.5	4.1	52.7	0	22.7	2.87	82.51
420	09/05/2021 4:50:14	150.1	1.6	177.0	45.2	75.1	42.3	3.5	47.8	0	23.4	3.0	82.1
421	09/05/2021 4:50:17	150.2	2.0	182.7	52.5	81.6	41.7	4.4	48.2	0	25.7	2.47	83.67
422	09/05/2021 4:50:20	149.9	2.0	172.3	41.2	70.2	39.4	5.2	46.6	0	22.3	2.49	83.27
423	09/05/2021 4:50:23	150.0	1.7	181.8	51.6	78.1	45.7	4.3	52.0	0	24.8	3.0	83.45
424	09/05/2021 4:50:26	150.1	1.9	179.0	57.3	86.5	43.8	4.9	50.7	0	26.2	2.58	84.68
425	09/05/2021 4:50:29	150.1	2.1	172.5	43.3	73.0	45.2	3.7	50.9	0	23.0	2.3	82.15
426	09/05/2021 4:50:32	150.0	1.9	178.7	53.4	80.7	42.6	6.0	50.6	0	25.2	2.58	85.5
427	09/05/2021 4:50:35	150.2	2.1	174.1	40.5	65.6	42.7	4.5	49.2	0	22.1	2.26	82.64
428	09/05/2021 4:50:38	150.0	1.5	181.4	39.8	65.8	39.5	3.8	45.2	0	22.2	3.33	81.96
429	09/05/2021 4:50:41	150.1	2.0	184.1	54.2	80.3	38.4	5.5	46.0	0	25.9	2.52	85.06
430	09/05/2021 4:50:44	149.9	2.0	185.5	53.1	81.8	40.4	3.8	46.2	0	26.1	2.5	83.05
431	09/05/2021 4:50:47	150.0	2.1	184.6	59.2	87.7	36.6	4.9	43.4	0	27.2	2.39	84.84
432	09/05/2021 4:50:50	149.9	2.2	183.3	49.3	74.9	38.7	4.4	45.1	0	24.9	2.24	83.4
433	09/05/2021 4:50:53	149.9	2.1	180.8	39.5	69.5	42.8	4.1	48.9	0	23.1	2.3	82.2
434	09/05/2021 4:50:56	150.0	2.1	178.2	60.9	90.2	35.9	4.9	42.9	1	27.0	2.4	85.09
435	09/05/2021 4:50:59	150.1	2.0	174.0	60.9	87.9	45.5	3.8	51.2	1	26.3	2.44	83.61
436	09/05/2021 4:51:2	150.0	2.0	180.7	53.6	82.1	42.0	4.8	48.8	0	25.7	2.45	84.14
437	09/05/2021 4:51:5	149.9	2.2	176.3	54.3	82.5	38.5	3.6	44.1	0	25.5	2.24	82.87
438	09/05/2021 4:51:8	150.0	1.9	187.8	49.8	75.9	37.2	4.5	43.7	0	25.3	2.66	83.52
439	09/05/2021 4:51:11	149.9	2.1	178.5	50.3	77.8	38.1	3.1	43.2	0	24.8	2.36	82.12
440	09/05/2021 4:51:14	150.0	2.0	169.9	58.9	84.2	40.4	4.0	46.3	0	25.3	2.41	83.72
441	09/05/2021 4:51:17	150.1	2.2	174.6	65.7	93.3	34.8	4.1	40.9	1	27.6	2.1	84.47
442	09/05/2021 4:51:20	149.9	1.9	180.1	55.2	84.5	42.5	4.4	48.9	0	25.8	2.71	83.86
443	09/05/2021 4:51:23	150.0	1.9	182.7	51.5	78.5	38.3	5.2	45.5	0	25.1	2.71	84.38
444	09/05/2021 4:51:26	150.0	2.0	173.0	48.9	78.9	42.8	4.1	48.8	0	24.1	2.4	82.98
445	09/05/2021 4:51:29	149.9	1.7	177.7	60.5	90.4	42.3	3.0	47.3	1	26.6	2.88	82.67
446	09/05/2021 4:51:32	150.1	1.7	182.8	48.6	77.6	38.1	4.4	44.4	0	24.6	2.98	83.24
447	09/05/2021 4:51:35	150.2	2.1	178.8	42.2	68.6	37.3	4.4	43.6	0	23.0	2.41	82.68
448	09/05/2021 4:51:38	150.0	2.1	184.4	54.7	79.8	47.1	4.1	53.2	0	26.0	2.41	83.54
449	09/05/2021 4:51:41	149.9	2.2	173.8	49.5	76.6	38.1	3.8	43.9	0	24.2	2.08	82.75
450	09/05/2021 4:51:44	150.1	1.7	186.7	44.8	70.1	44.0	5.1	51.0	0	23.9	2.99	83.55
451	09/05/2021 4:51:47	150.0	2.1	189.6	52.5	80.7	42.9	3.8	48.6	0	26.4	2.48	82.95
452	09/05/2021 4:51:50	150.0	2.0	176.4	55.6	84.7	43.3	2.1	47.4	1	25.6	2.54	81.29
453	09/05/2021 4:51:53	149.9	2.3	173.1	46.1	74.6	38.6	4.2	44.8	0	23.7	2.0	82.9
454	09/05/2021 4:51:56	150.3	2.1	175.3	42.8	70.2	36.5	2.5	40.9	0	22.9	2.38	81.06
